"Coverage Properties"
"LatLon Region Coverage                                             "
"Grid Altitude: 0.0000 (km)                                         "
"Ground Altitude set from grid altitude reference (On ellipsoid)    "
"Resolution: 0.5000 (deg)                                           "
"Number of Points: 10206                                            "
"Assets required for a valid access: At Least 1                     "
"Assigned Assets:                                                   "
"    Constellation/C3:    Active                                    "
"        Satellite/C3_P1_S1:    Active                              "
"        Satellite/C3_P1_S2:    Active                              "
"        Satellite/C3_P1_S3:    Active                              "
"        Satellite/C3_P1_S4:    Active                              "
"        Satellite/C3_P1_S5:    Active                              "
"        Satellite/C3_P1_S6:    Active                              "
"        Satellite/C3_P2_S1:    Active                              "
"        Satellite/C3_P2_S2:    Active                              "
"        Satellite/C3_P2_S3:    Active                              "
"        Satellite/C3_P2_S4:    Active                              "
"        Satellite/C3_P2_S5:    Active                              "
"        Satellite/C3_P2_S6:    Active                              "
"        Satellite/C3_P3_S1:    Active                              "
"        Satellite/C3_P3_S2:    Active                              "
"        Satellite/C3_P3_S3:    Active                              "
"        Satellite/C3_P3_S4:    Active                              "
"        Satellite/C3_P3_S5:    Active                              "
"        Satellite/C3_P3_S6:    Active                              "
"        Satellite/C3_P4_S1:    Active                              "
"        Satellite/C3_P4_S2:    Active                              "
"        Satellite/C3_P4_S3:    Active                              "
"        Satellite/C3_P4_S4:    Active                              "
"        Satellite/C3_P4_S5:    Active                              "
"        Satellite/C3_P4_S6:    Active                              "
"Access Interval: 1 Jul 2026 00:00:00.000 to 3 Aug 2026 00:00:00.000"
"Regional Acceleration: Automatic                                   "
"Light time delay: Ignored                                          "
"Maximum Sampling Time Step: 360.000 secs                           "
"Minimum Sampling Time Step: 0.010 secs                             "
"Time Convergence: 5.000e-03 secs                                   "
"Value Convergence: Relative 1.000e-08 - Absolute 1.000e-14         "


"FOM Properties"
"Maximum Revisit Time                            "
"Minimum number of assets required: 1            "
"Gaps at ends of analysis interval are considered"
"Satisfaction is not enabled                     "
"FOM value range check is not enabled.           "


"Latitude (deg)","Longitude (deg)","FOM Value (min)"
-39.259,75.880,8.630
-39.259,76.528,8.624
-39.259,77.176,8.629
-39.259,77.824,8.625
-39.259,78.472,8.628
-39.259,79.120,8.626
-39.259,79.769,8.626
-39.259,80.417,8.627
-39.259,81.065,8.622
-39.259,81.713,8.627
-39.259,82.361,8.619
-39.259,83.009,8.627
-39.259,83.657,8.623
-39.259,84.306,8.627
-39.259,84.954,8.623
-39.259,85.602,8.627
-39.259,86.250,8.623
-39.259,86.898,8.630
-39.259,87.546,8.623
-39.259,88.194,8.630
-39.259,88.843,8.623
-39.259,89.491,8.630
-39.259,90.139,8.622
-39.259,90.787,8.629
-39.259,91.435,8.625
-39.259,92.083,8.629
-39.259,92.731,8.622
-39.259,93.380,8.628
-39.259,94.028,8.623
-39.259,94.676,8.627
-38.765,60.324,8.580
-38.765,60.972,8.580
-38.765,61.620,8.580
-38.765,62.269,8.582
-38.765,62.917,8.580
-38.765,63.565,8.582
-38.765,64.213,8.580
-38.765,64.861,8.582
-38.765,65.509,8.579
-38.765,66.157,8.582
-38.765,66.806,8.580
-38.765,67.454,8.582
-38.765,68.102,8.580
-38.765,68.750,8.582
-38.765,69.398,8.579
-38.765,70.046,8.581
-38.765,70.694,8.580
-38.765,71.343,8.584
-38.765,71.991,8.580
-38.765,72.639,8.584
-38.765,73.287,8.579
-38.765,73.935,8.583
-38.765,74.583,8.580
-38.765,75.231,8.583
-38.765,75.880,8.580
-38.765,76.528,8.581
-38.765,77.176,8.580
-38.765,77.824,8.579
-38.765,78.472,8.580
-38.765,79.120,8.580
-38.765,79.769,8.581
-38.765,80.417,8.580
-38.765,81.065,8.581
-38.765,81.713,8.579
-38.765,82.361,8.581
-38.765,83.009,8.580
-38.765,83.657,8.581
-38.765,84.306,8.580
-38.765,84.954,8.583
-38.765,85.602,8.579
-38.765,86.250,8.583
-38.765,86.898,8.580
-38.765,87.546,8.583
-38.765,88.194,8.580
-38.765,88.843,8.583
-38.765,89.491,8.579
-38.765,90.139,8.582
-38.765,90.787,8.580
-38.765,91.435,8.582
-38.765,92.083,8.580
-38.765,92.731,8.583
-38.765,93.380,8.579
-38.765,94.028,8.584
-38.765,94.676,8.580
-38.272,60.324,8.616
-38.272,60.972,8.616
-38.272,61.620,8.616
-38.272,62.269,8.617
-38.272,62.917,8.617
-38.272,63.565,8.617
-38.272,64.213,8.616
-38.272,64.861,8.616
-38.272,65.509,8.616
-38.272,66.157,8.616
-38.272,66.806,8.617
-38.272,67.454,8.617
-38.272,68.102,8.616
-38.272,68.750,8.616
-38.272,69.398,8.616
-38.272,70.046,8.616
-38.272,70.694,8.617
-38.272,71.343,8.617
-38.272,71.991,8.616
-38.272,72.639,8.616
-38.272,73.287,8.616
-38.272,73.935,8.616
-38.272,74.583,8.617
-38.272,75.231,8.617
-38.272,75.880,8.616
-38.272,76.528,8.616
-38.272,77.176,8.616
-38.272,77.824,8.616
-38.272,78.472,8.616
-38.272,79.120,8.617
-38.272,79.769,8.617
-38.272,80.417,8.616
-38.272,81.065,8.616
-38.272,81.713,8.616
-38.272,82.361,8.616
-38.272,83.009,8.617
-38.272,83.657,8.617
-38.272,84.306,8.616
-38.272,84.954,8.616
-38.272,85.602,8.616
-38.272,86.250,8.616
-38.272,86.898,8.617
-38.272,87.546,8.617
-38.272,88.194,8.616
-38.272,88.843,8.616
-38.272,89.491,8.616
-38.272,90.139,8.616
-38.272,90.787,8.617
-38.272,91.435,8.617
-38.272,92.083,8.616
-38.272,92.731,8.616
-38.272,93.380,8.616
-38.272,94.028,8.616
-38.272,94.676,8.617
-37.778,60.324,8.662
-37.778,60.972,8.662
-37.778,61.620,8.662
-37.778,62.269,8.662
-37.778,62.917,8.663
-37.778,63.565,8.663
-37.778,64.213,8.662
-37.778,64.861,8.662
-37.778,65.509,8.662
-37.778,66.157,8.662
-37.778,66.806,8.663
-37.778,67.454,8.663
-37.778,68.102,8.662
-37.778,68.750,8.662
-37.778,69.398,8.662
-37.778,70.046,8.662
-37.778,70.694,8.663
-37.778,71.343,8.663
-37.778,71.991,8.662
-37.778,72.639,8.662
-37.778,73.287,8.662
-37.778,73.935,8.662
-37.778,74.583,8.663
-37.778,75.231,8.663
-37.778,75.880,8.663
-37.778,76.528,8.662
-37.778,77.176,8.662
-37.778,77.824,8.662
-37.778,78.472,8.662
-37.778,79.120,8.663
-37.778,79.769,8.663
-37.778,80.417,8.662
-37.778,81.065,8.662
-37.778,81.713,8.662
-37.778,82.361,8.662
-37.778,83.009,8.663
-37.778,83.657,8.663
-37.778,84.306,8.662
-37.778,84.954,8.662
-37.778,85.602,8.662
-37.778,86.250,8.662
-37.778,86.898,8.663
-37.778,87.546,8.663
-37.778,88.194,8.662
-37.778,88.843,8.662
-37.778,89.491,8.662
-37.778,90.139,8.662
-37.778,90.787,8.663
-37.778,91.435,8.663
-37.778,92.083,8.662
-37.778,92.731,8.662
-37.778,93.380,8.662
-37.778,94.028,8.662
-37.778,94.676,8.663
-37.284,60.324,8.717
-37.284,60.972,8.717
-37.284,61.620,8.718
-37.284,62.269,8.718
-37.284,62.917,8.718
-37.284,63.565,8.718
-37.284,64.213,8.718
-37.284,64.861,8.717
-37.284,65.509,8.718
-37.284,66.157,8.718
-37.284,66.806,8.718
-37.284,67.454,8.718
-37.284,68.102,8.718
-37.284,68.750,8.717
-37.284,69.398,8.718
-37.284,70.046,8.718
-37.284,70.694,8.718
-37.284,71.343,8.718
-37.284,71.991,8.718
-37.284,72.639,8.717
-37.284,73.287,8.718
-37.284,73.935,8.718
-37.284,74.583,8.718
-37.284,75.231,8.718
-37.284,75.880,8.718
-37.284,76.528,8.717
-37.284,77.176,8.718
-37.284,77.824,8.718
-37.284,78.472,8.718
-37.284,79.120,8.718
-37.284,79.769,8.718
-37.284,80.417,8.717
-37.284,81.065,8.717
-37.284,81.713,8.718
-37.284,82.361,8.718
-37.284,83.009,8.718
-37.284,83.657,8.718
-37.284,84.306,8.718
-37.284,84.954,8.717
-37.284,85.602,8.718
-37.284,86.250,8.718
-37.284,86.898,8.718
-37.284,87.546,8.718
-37.284,88.194,8.718
-37.284,88.843,8.717
-37.284,89.491,8.718
-37.284,90.139,8.718
-37.284,90.787,8.718
-37.284,91.435,8.718
-37.284,92.083,8.718
-37.284,92.731,8.717
-37.284,93.380,8.718
-37.284,94.028,8.718
-37.284,94.676,8.718
-36.790,60.324,8.783
-36.790,60.972,8.783
-36.790,61.620,8.783
-36.790,62.269,8.783
-36.790,62.917,8.784
-36.790,63.565,8.783
-36.790,64.213,8.783
-36.790,64.861,8.782
-36.790,65.509,8.783
-36.790,66.157,8.783
-36.790,66.806,8.783
-36.790,67.454,8.784
-36.790,68.102,8.783
-36.790,68.750,8.782
-36.790,69.398,8.783
-36.790,70.046,8.783
-36.790,70.694,8.783
-36.790,71.343,8.784
-36.790,71.991,8.783
-36.790,72.639,8.782
-36.790,73.287,8.783
-36.790,73.935,8.783
-36.790,74.583,8.783
-36.790,75.231,8.784
-36.790,75.880,8.783
-36.790,76.528,8.782
-36.790,77.176,8.783
-36.790,77.824,8.783
-36.790,78.472,8.783
-36.790,79.120,8.784
-36.790,79.769,8.783
-36.790,80.417,8.783
-36.790,81.065,8.783
-36.790,81.713,8.783
-36.790,82.361,8.783
-36.790,83.009,8.784
-36.790,83.657,8.783
-36.790,84.306,8.783
-36.790,84.954,8.782
-36.790,85.602,8.783
-36.790,86.250,8.783
-36.790,86.898,8.783
-36.790,87.546,8.784
-36.790,88.194,8.783
-36.790,88.843,8.782
-36.790,89.491,8.783
-36.790,90.139,8.783
-36.790,90.787,8.783
-36.790,91.435,8.784
-36.790,92.083,8.783
-36.790,92.731,8.782
-36.790,93.380,8.783
-36.790,94.028,8.783
-36.790,94.676,8.783
-36.296,60.324,8.858
-36.296,60.972,8.858
-36.296,61.620,8.858
-36.296,62.269,8.858
-36.296,62.917,8.859
-36.296,63.565,8.859
-36.296,64.213,8.858
-36.296,64.861,8.858
-36.296,65.509,8.858
-36.296,66.157,8.858
-36.296,66.806,8.859
-36.296,67.454,8.859
-36.296,68.102,8.858
-36.296,68.750,8.858
-36.296,69.398,8.858
-36.296,70.046,8.858
-36.296,70.694,8.859
-36.296,71.343,8.859
-36.296,71.991,8.858
-36.296,72.639,8.858
-36.296,73.287,8.858
-36.296,73.935,8.858
-36.296,74.583,8.859
-36.296,75.231,8.859
-36.296,75.880,8.858
-36.296,76.528,8.858
-36.296,77.176,8.858
-36.296,77.824,8.858
-36.296,78.472,8.858
-36.296,79.120,8.859
-36.296,79.769,8.859
-36.296,80.417,8.858
-36.296,81.065,8.858
-36.296,81.713,8.858
-36.296,82.361,8.858
-36.296,83.009,8.859
-36.296,83.657,8.859
-36.296,84.306,8.858
-36.296,84.954,8.858
-36.296,85.602,8.858
-36.296,86.250,8.858
-36.296,86.898,8.859
-36.296,87.546,8.859
-36.296,88.194,8.858
-36.296,88.843,8.858
-36.296,89.491,8.858
-36.296,90.139,8.858
-36.296,90.787,8.859
-36.296,91.435,8.859
-36.296,92.083,8.858
-36.296,92.731,8.858
-36.296,93.380,8.858
-36.296,94.028,8.858
-36.296,94.676,8.858
-35.802,60.324,8.943
-35.802,60.972,8.943
-35.802,61.620,8.944
-35.802,62.269,8.944
-35.802,62.917,8.944
-35.802,63.565,8.944
-35.802,64.213,8.943
-35.802,64.861,8.943
-35.802,65.509,8.944
-35.802,66.157,8.944
-35.802,66.806,8.944
-35.802,67.454,8.944
-35.802,68.102,8.944
-35.802,68.750,8.943
-35.802,69.398,8.944
-35.802,70.046,8.944
-35.802,70.694,8.944
-35.802,71.343,8.944
-35.802,71.991,8.944
-35.802,72.639,8.943
-35.802,73.287,8.944
-35.802,73.935,8.944
-35.802,74.583,8.944
-35.802,75.231,8.944
-35.802,75.880,8.944
-35.802,76.528,8.943
-35.802,77.176,8.943
-35.802,77.824,8.944
-35.802,78.472,8.944
-35.802,79.120,8.944
-35.802,79.769,8.944
-35.802,80.417,8.943
-35.802,81.065,8.943
-35.802,81.713,8.944
-35.802,82.361,8.944
-35.802,83.009,8.944
-35.802,83.657,8.944
-35.802,84.306,8.943
-35.802,84.954,8.943
-35.802,85.602,8.944
-35.802,86.250,8.944
-35.802,86.898,8.944
-35.802,87.546,8.944
-35.802,88.194,8.944
-35.802,88.843,8.943
-35.802,89.491,8.944
-35.802,90.139,8.944
-35.802,90.787,8.944
-35.802,91.435,8.944
-35.802,92.083,8.944
-35.802,92.731,8.943
-35.802,93.380,8.944
-35.802,94.028,8.944
-35.802,94.676,8.944
-35.309,60.324,9.040
-35.309,60.972,9.040
-35.309,61.620,9.040
-35.309,62.269,9.040
-35.309,62.917,9.041
-35.309,63.565,9.040
-35.309,64.213,9.039
-35.309,64.861,9.040
-35.309,65.509,9.040
-35.309,66.157,9.040
-35.309,66.806,9.041
-35.309,67.454,9.041
-35.309,68.102,9.040
-35.309,68.750,9.040
-35.309,69.398,9.040
-35.309,70.046,9.040
-35.309,70.694,9.040
-35.309,71.343,9.041
-35.309,71.991,9.040
-35.309,72.639,9.040
-35.309,73.287,9.040
-35.309,73.935,9.040
-35.309,74.583,9.040
-35.309,75.231,9.041
-35.309,75.880,9.040
-35.309,76.528,9.039
-35.309,77.176,9.040
-35.309,77.824,9.040
-35.309,78.472,9.040
-35.309,79.120,9.041
-35.309,79.769,9.040
-35.309,80.417,9.039
-35.309,81.065,9.039
-35.309,81.713,9.040
-35.309,82.361,9.040
-35.309,83.009,9.041
-35.309,83.657,9.041
-35.309,84.306,9.040
-35.309,84.954,9.039
-35.309,85.602,9.040
-35.309,86.250,9.040
-35.309,86.898,9.041
-35.309,87.546,9.041
-35.309,88.194,9.040
-35.309,88.843,9.040
-35.309,89.491,9.040
-35.309,90.139,9.040
-35.309,90.787,9.040
-35.309,91.435,9.041
-35.309,92.083,9.040
-35.309,92.731,9.040
-35.309,93.380,9.040
-35.309,94.028,9.040
-35.309,94.676,9.040
-34.815,60.324,9.147
-34.815,60.972,9.147
-34.815,61.620,9.148
-34.815,62.269,9.147
-34.815,62.917,9.148
-34.815,63.565,9.148
-34.815,64.213,9.147
-34.815,64.861,9.147
-34.815,65.509,9.147
-34.815,66.157,9.148
-34.815,66.806,9.148
-34.815,67.454,9.148
-34.815,68.102,9.147
-34.815,68.750,9.147
-34.815,69.398,9.147
-34.815,70.046,9.148
-34.815,70.694,9.148
-34.815,71.343,9.148
-34.815,71.991,9.147
-34.815,72.639,9.147
-34.815,73.287,9.147
-34.815,73.935,9.148
-34.815,74.583,9.147
-34.815,75.231,9.148
-34.815,75.880,9.147
-34.815,76.528,9.147
-34.815,77.176,9.147
-34.815,77.824,9.148
-34.815,78.472,9.147
-34.815,79.120,9.148
-34.815,79.769,9.148
-34.815,80.417,9.147
-34.815,81.065,9.147
-34.815,81.713,9.147
-34.815,82.361,9.147
-34.815,83.009,9.148
-34.815,83.657,9.148
-34.815,84.306,9.147
-34.815,84.954,9.147
-34.815,85.602,9.147
-34.815,86.250,9.148
-34.815,86.898,9.148
-34.815,87.546,9.148
-34.815,88.194,9.147
-34.815,88.843,9.147
-34.815,89.491,9.147
-34.815,90.139,9.148
-34.815,90.787,9.148
-34.815,91.435,9.148
-34.815,92.083,9.147
-34.815,92.731,9.147
-34.815,93.380,9.147
-34.815,94.028,9.148
-34.815,94.676,9.147
-34.321,60.324,9.266
-34.321,60.972,9.266
-34.321,61.620,9.267
-34.321,62.269,9.266
-34.321,62.917,9.267
-34.321,63.565,9.267
-34.321,64.213,9.266
-34.321,64.861,9.266
-34.321,65.509,9.266
-34.321,66.157,9.266
-34.321,66.806,9.267
-34.321,67.454,9.267
-34.321,68.102,9.266
-34.321,68.750,9.266
-34.321,69.398,9.266
-34.321,70.046,9.266
-34.321,70.694,9.267
-34.321,71.343,9.267
-34.321,71.991,9.266
-34.321,72.639,9.266
-34.321,73.287,9.266
-34.321,73.935,9.267
-34.321,74.583,9.266
-34.321,75.231,9.267
-34.321,75.880,9.266
-34.321,76.528,9.266
-34.321,77.176,9.266
-34.321,77.824,9.267
-34.321,78.472,9.266
-34.321,79.120,9.267
-34.321,79.769,9.266
-34.321,80.417,9.266
-34.321,81.065,9.266
-34.321,81.713,9.266
-34.321,82.361,9.266
-34.321,83.009,9.267
-34.321,83.657,9.267
-34.321,84.306,9.265
-34.321,84.954,9.266
-34.321,85.602,9.266
-34.321,86.250,9.266
-34.321,86.898,9.267
-34.321,87.546,9.267
-34.321,88.194,9.266
-34.321,88.843,9.266
-34.321,89.491,9.266
-34.321,90.139,9.266
-34.321,90.787,9.266
-34.321,91.435,9.267
-34.321,92.083,9.266
-34.321,92.731,9.266
-34.321,93.380,9.266
-34.321,94.028,9.267
-34.321,94.676,9.266
-33.827,60.324,9.397
-33.827,60.972,9.397
-33.827,61.620,9.398
-33.827,62.269,9.397
-33.827,62.917,9.398
-33.827,63.565,9.398
-33.827,64.213,9.397
-33.827,64.861,9.397
-33.827,65.509,9.397
-33.827,66.157,9.398
-33.827,66.806,9.398
-33.827,67.454,9.398
-33.827,68.102,9.397
-33.827,68.750,9.397
-33.827,69.398,9.397
-33.827,70.046,9.398
-33.827,70.694,9.398
-33.827,71.343,9.398
-33.827,71.991,9.397
-33.827,72.639,9.397
-33.827,73.287,9.397
-33.827,73.935,9.398
-33.827,74.583,9.397
-33.827,75.231,9.398
-33.827,75.880,9.397
-33.827,76.528,9.397
-33.827,77.176,9.397
-33.827,77.824,9.398
-33.827,78.472,9.397
-33.827,79.120,9.398
-33.827,79.769,9.398
-33.827,80.417,9.397
-33.827,81.065,9.397
-33.827,81.713,9.398
-33.827,82.361,9.397
-33.827,83.009,9.398
-33.827,83.657,9.398
-33.827,84.306,9.397
-33.827,84.954,9.397
-33.827,85.602,9.397
-33.827,86.250,9.398
-33.827,86.898,9.398
-33.827,87.546,9.398
-33.827,88.194,9.397
-33.827,88.843,9.397
-33.827,89.491,9.397
-33.827,90.139,9.398
-33.827,90.787,9.398
-33.827,91.435,9.398
-33.827,92.083,9.397
-33.827,92.731,9.397
-33.827,93.380,9.397
-33.827,94.028,9.398
-33.827,94.676,9.397
-33.333,60.324,9.541
-33.333,60.972,9.541
-33.333,61.620,9.542
-33.333,62.269,9.541
-33.333,62.917,9.542
-33.333,63.565,9.542
-33.333,64.213,9.541
-33.333,64.861,9.541
-33.333,65.509,9.541
-33.333,66.157,9.542
-33.333,66.806,9.542
-33.333,67.454,9.542
-33.333,68.102,9.540
-33.333,68.750,9.541
-33.333,69.398,9.541
-33.333,70.046,9.542
-33.333,70.694,9.541
-33.333,71.343,9.542
-33.333,71.991,9.541
-33.333,72.639,9.541
-33.333,73.287,9.541
-33.333,73.935,9.542
-33.333,74.583,9.541
-33.333,75.231,9.542
-33.333,75.880,9.541
-33.333,76.528,9.541
-33.333,77.176,9.541
-33.333,77.824,9.542
-33.333,78.472,9.541
-33.333,79.120,9.542
-33.333,79.769,9.541
-33.333,80.417,9.541
-33.333,81.065,9.541
-33.333,81.713,9.541
-33.333,82.361,9.541
-33.333,83.009,9.542
-33.333,83.657,9.542
-33.333,84.306,9.540
-33.333,84.954,9.541
-33.333,85.602,9.541
-33.333,86.250,9.542
-33.333,86.898,9.542
-33.333,87.546,9.542
-33.333,88.194,9.541
-33.333,88.843,9.541
-33.333,89.491,9.541
-33.333,90.139,9.542
-33.333,90.787,9.541
-33.333,91.435,9.542
-33.333,92.083,9.541
-33.333,92.731,9.541
-33.333,93.380,9.541
-33.333,94.028,9.542
-33.333,94.676,9.541
-32.840,60.324,9.698
-32.840,60.972,9.698
-32.840,61.620,9.699
-32.840,62.269,9.699
-32.840,62.917,9.699
-32.840,63.565,9.699
-32.840,64.213,9.698
-32.840,64.861,9.698
-32.840,65.509,9.699
-32.840,66.157,9.699
-32.840,66.806,9.699
-32.840,67.454,9.699
-32.840,68.102,9.698
-32.840,68.750,9.698
-32.840,69.398,9.699
-32.840,70.046,9.699
-32.840,70.694,9.699
-32.840,71.343,9.699
-32.840,71.991,9.698
-32.840,72.639,9.698
-32.840,73.287,9.698
-32.840,73.935,9.699
-32.840,74.583,9.699
-32.840,75.231,9.700
-32.840,75.880,9.699
-32.840,76.528,9.698
-32.840,77.176,9.698
-32.840,77.824,9.699
-32.840,78.472,9.699
-32.840,79.120,9.699
-32.840,79.769,9.699
-32.840,80.417,9.698
-32.840,81.065,9.698
-32.840,81.713,9.699
-32.840,82.361,9.699
-32.840,83.009,9.699
-32.840,83.657,9.699
-32.840,84.306,9.698
-32.840,84.954,9.698
-32.840,85.602,9.699
-32.840,86.250,9.699
-32.840,86.898,9.699
-32.840,87.546,9.699
-32.840,88.194,9.698
-32.840,88.843,9.698
-32.840,89.491,9.699
-32.840,90.139,9.699
-32.840,90.787,9.699
-32.840,91.435,9.699
-32.840,92.083,9.699
-32.840,92.731,9.698
-32.840,93.380,9.698
-32.840,94.028,9.699
-32.840,94.676,9.699
-32.346,60.324,9.870
-32.346,60.972,9.870
-32.346,61.620,9.871
-32.346,62.269,9.871
-32.346,62.917,9.872
-32.346,63.565,9.871
-32.346,64.213,9.870
-32.346,64.861,9.871
-32.346,65.509,9.871
-32.346,66.157,9.871
-32.346,66.806,9.871
-32.346,67.454,9.872
-32.346,68.102,9.870
-32.346,68.750,9.871
-32.346,69.398,9.871
-32.346,70.046,9.871
-32.346,70.694,9.871
-32.346,71.343,9.872
-32.346,71.991,9.870
-32.346,72.639,9.871
-32.346,73.287,9.871
-32.346,73.935,9.871
-32.346,74.583,9.871
-32.346,75.231,9.872
-32.346,75.880,9.871
-32.346,76.528,9.871
-32.346,77.176,9.870
-32.346,77.824,9.871
-32.346,78.472,9.871
-32.346,79.120,9.872
-32.346,79.769,9.871
-32.346,80.417,9.870
-32.346,81.065,9.870
-32.346,81.713,9.871
-32.346,82.361,9.871
-32.346,83.009,9.872
-32.346,83.657,9.871
-32.346,84.306,9.870
-32.346,84.954,9.870
-32.346,85.602,9.871
-32.346,86.250,9.871
-32.346,86.898,9.871
-32.346,87.546,9.872
-32.346,88.194,9.870
-32.346,88.843,9.871
-32.346,89.491,9.871
-32.346,90.139,9.871
-32.346,90.787,9.871
-32.346,91.435,9.872
-32.346,92.083,9.871
-32.346,92.731,9.871
-32.346,93.380,9.870
-32.346,94.028,9.871
-32.346,94.676,9.871
-31.852,60.324,10.059
-31.852,60.972,10.058
-31.852,61.620,10.059
-31.852,62.269,10.059
-31.852,62.917,10.060
-31.852,63.565,10.059
-31.852,64.213,10.058
-31.852,64.861,10.059
-31.852,65.509,10.059
-31.852,66.157,10.059
-31.852,66.806,10.059
-31.852,67.454,10.060
-31.852,68.102,10.058
-31.852,68.750,10.059
-31.852,69.398,10.059
-31.852,70.046,10.059
-31.852,70.694,10.059
-31.852,71.343,10.060
-31.852,71.991,10.058
-31.852,72.639,10.059
-31.852,73.287,10.059
-31.852,73.935,10.060
-31.852,74.583,10.059
-31.852,75.231,10.060
-31.852,75.880,10.059
-31.852,76.528,10.059
-31.852,77.176,10.058
-31.852,77.824,10.059
-31.852,78.472,10.059
-31.852,79.120,10.060
-31.852,79.769,10.059
-31.852,80.417,10.058
-31.852,81.065,10.058
-31.852,81.713,10.059
-31.852,82.361,10.059
-31.852,83.009,10.060
-31.852,83.657,10.059
-31.852,84.306,10.058
-31.852,84.954,10.059
-31.852,85.602,10.059
-31.852,86.250,10.059
-31.852,86.898,10.059
-31.852,87.546,10.060
-31.852,88.194,10.058
-31.852,88.843,10.059
-31.852,89.491,10.059
-31.852,90.139,10.059
-31.852,90.787,10.059
-31.852,91.435,10.060
-31.852,92.083,10.059
-31.852,92.731,10.059
-31.852,93.380,10.058
-31.852,94.028,10.059
-31.852,94.676,10.059
-31.358,60.324,10.264
